Date	Price	Open	High	Low	Vol.	Change %
Jan 23, 2014	121.79	120.97	122.02	120.97	11.04M	2.18
Jan 22, 2014	119.19	119.65	119.77	119.17	4.90M	-0.43
Jan 21, 2014	119.70	119.23	119.97	119.23	6.77M	-1.02
Jan 17, 2014	120.93	120.35	121.02	120.20	7.93M	0.95
Jan 16, 2014	119.79	119.84	119.96	119.57	3.95M	0.11
Jan 15, 2014	119.66	119.19	119.81	119.11	5.48M	-0.19
Jan 14, 2014	119.89	120.54	121.06	119.72	7.51M	-0.93
Jan 13, 2014	121.02	120.27	121.04	120.20	5.88M	0.63
Jan 10, 2014	120.26	119.72	120.43	119.58	7.99M	1.52
Jan 09, 2014	118.46	118.11	118.69	117.99	3.97M	0.29
Jan 08, 2014	118.12	117.99	118.52	117.50	7.43M	-0.59
Jan 07, 2014	118.82	118.46	118.92	118.13	6.44M	-0.57
Jan 06, 2014	119.50	119.76	120.39	117.11	10.11M	0.18
Jan 03, 2014	119.29	118.64	119.62	118.59	5.88M	1.09
Jan 02, 2014	118.00	117.93	118.73	117.75	7.57M	1.62
Dec 31, 2013	116.12	114.61	117.13	114.46	12.84M	0.63
Dec 30, 2013	115.39	116.37	116.40	115.18	6.71M	-1.48
Dec 27, 2013	117.12	117.31	117.38	116.85	4.21M	0.33
Dec 26, 2013	116.74	117.23	117.23	116.65	3.87M	0.55
Dec 24, 2013	116.10	115.79	116.29	115.71	3.35M	0.46
Dec 23, 2013	115.57	115.61	116.12	115.43	6.24M	-0.32
Dec 20, 2013	115.94	115.37	116.47	115.06	14.70M	0.98
Dec 19, 2013	114.82	115.97	116.06	114.50	15.98M	-2.37
Dec 18, 2013	117.61	119.00	120.05	117.29	16.27M	-0.88
Dec 17, 2013	118.65	118.96	119.90	118.37	8.59M	-0.87
Dec 16, 2013	119.69	119.26	120.77	118.97	8.19M	0.26
Dec 13, 2013	119.38	118.89	119.49	118.76	6.48M	0.92
Dec 12, 2013	118.29	118.61	118.82	118.03	8.81M	-2.13
Dec 11, 2013	120.86	121.49	121.81	120.76	9.93M	-0.79
Dec 10, 2013	121.82	122.14	122.32	121.47	9.16M	1.75
Dec 09, 2013	119.72	118.99	119.92	118.95	5.51M	0.99
Dec 06, 2013	118.55	118.86	119.26	118.01	7.91M	0.21
Dec 05, 2013	118.30	118.20	119.24	117.41	10.25M	-1.38
Dec 04, 2013	119.96	118.33	120.76	118.16	9.11M	1.70
Dec 03, 2013	117.96	117.58	118.31	117.23	7.00M	0.32
Dec 02, 2013	117.58	119.20	119.29	117.50	10.30M	-2.58
Nov 29, 2013	120.70	120.67	121.05	120.62	2.36M	1.04
Nov 27, 2013	119.46	120.49	120.69	119.25	6.14M	-0.30
Nov 26, 2013	119.82	119.84	120.40	119.59	9.05M	-0.53
Nov 25, 2013	120.46	119.18	121.00	119.13	7.27M	0.45
Nov 22, 2013	119.92	120.24	120.40	119.82	6.78M	-0.02
Nov 21, 2013	119.94	119.81	120.35	119.31	7.56M	-0.15
Nov 20, 2013	120.12	121.67	122.44	119.76	14.28M	-2.30
Nov 19, 2013	122.95	122.97	123.40	122.83	3.67M	0.04
Nov 18, 2013	122.90	123.70	123.96	122.55	6.24M	-1.14
Nov 15, 2013	124.32	124.16	124.52	124.07	4.66M	0.04
Nov 14, 2013	124.27	123.92	124.91	123.88	7.67M	1.16
Nov 13, 2013	122.85	122.97	123.24	122.39	5.97M	0.33
Nov 12, 2013	122.45	123.51	123.87	121.73	7.71M	-1.15
Nov 11, 2013	123.87	123.92	123.97	123.66	3.28M	-0.33
Nov 08, 2013	124.28	124.46	124.46	123.62	8.43M	-1.49
Nov 07, 2013	126.16	126.14	126.85	125.86	7.70M	-0.82
Nov 06, 2013	127.20	127.11	127.36	126.92	3.54M	0.51
Nov 05, 2013	126.56	126.71	126.86	126.00	4.94M	-0.20
Nov 04, 2013	126.81	127.18	127.52	126.74	3.82M	-0.11
Nov 01, 2013	126.95	126.86	127.17	126.05	9.57M	-0.62
Oct 31, 2013	127.74	128.04	128.49	127.30	7.75M	-1.44
Oct 30, 2013	129.60	130.83	131.22	128.81	8.90M	-0.13
Oct 29, 2013	129.77	130.16	130.59	129.57	5.33M	-0.61
Oct 28, 2013	130.56	130.41	131.44	130.10	6.82M	0.08
Oct 25, 2013	130.46	129.53	130.92	129.46	8.77M	0.43
Oct 24, 2013	129.90	129.41	130.53	129.41	10.23M	0.94
Oct 23, 2013	128.69	128.55	129.09	128.35	5.10M	-0.50
Oct 22, 2013	129.34	128.25	129.81	128.22	8.85M	1.86
Oct 21, 2013	126.98	127.13	127.34	126.79	3.40M	0.10
Oct 18, 2013	126.85	126.87	127.33	126.60	5.35M	-0.45
Oct 17, 2013	127.42	127.01	127.86	126.81	11.79M	3.14
Oct 16, 2013	123.54	123.52	123.89	122.51	8.53M	-0.15
Oct 15, 2013	123.73	122.28	124.36	122.22	8.38M	0.73
Oct 14, 2013	122.83	123.90	124.24	122.81	6.12M	0.19
Oct 11, 2013	122.60	122.37	122.81	121.85	15.97M	-1.34
Oct 10, 2013	124.27	125.34	125.83	124.10	10.52M	-1.46
Oct 09, 2013	126.11	126.21	126.89	124.97	10.71M	-1.01
Oct 08, 2013	127.40	127.79	128.45	127.21	7.00M	-0.19
Oct 07, 2013	127.64	127.25	128.33	127.12	6.74M	0.88
Oct 04, 2013	126.53	127.05	127.15	126.00	6.92M	-0.51
Oct 03, 2013	127.18	126.77	127.69	126.22	11.63M	0.09
Oct 02, 2013	127.06	125.37	127.81	125.34	12.00M	1.98
Oct 01, 2013	124.59	125.25	125.26	123.81	16.72M	-2.80
Sep 30, 2013	128.18	127.95	129.14	127.70	8.98M	-0.61
Sep 27, 2013	128.97	128.86	129.58	128.84	7.45M	0.92
Sep 26, 2013	127.79	128.61	128.99	127.32	9.49M	-0.78
Sep 25, 2013	128.79	127.57	129.21	127.52	7.52M	0.89
Sep 24, 2013	127.66	126.40	128.21	126.34	7.35M	0.09
Sep 23, 2013	127.55	127.52	128.44	127.33	7.43M	-0.32
Sep 20, 2013	127.96	130.60	130.91	127.90	19.56M	-2.88
Sep 19, 2013	131.75	132.00	132.78	131.22	14.35M	-0.20
Sep 18, 2013	132.01	125.32	132.16	125.15	24.83M	4.36
Sep 17, 2013	126.50	126.81	126.99	126.11	8.14M	0.04
Sep 16, 2013	126.45	127.48	128.02	126.33	9.99M	-1.07
Sep 13, 2013	127.82	127.16	127.96	126.21	12.06M	0.12
Sep 12, 2013	127.67	128.62	128.78	127.61	12.94M	-3.06
Sep 11, 2013	131.70	131.58	131.81	131.26	5.05M	-0.03
Sep 10, 2013	131.74	131.82	132.00	131.11	8.43M	-1.62
Sep 09, 2013	133.91	134.13	134.32	133.67	5.09M	-0.18
Sep 06, 2013	134.15	133.42	134.40	133.33	8.45M	1.48
Sep 05, 2013	132.20	134.13	134.35	131.80	11.13M	-1.83
Sep 04, 2013	134.66	134.61	134.84	133.72	7.79M	-1.29
Sep 03, 2013	136.42	135.46	136.79	135.03	8.10M	1.34
Aug 30, 2013	134.62	134.65	135.71	134.44	7.69M	-0.92
Aug 29, 2013	135.87	136.12	136.55	135.42	7.94M	-0.61
Aug 28, 2013	136.71	137.21	137.46	136.66	13.65M	-0.03
Aug 27, 2013	136.75	136.94	137.55	136.52	11.28M	0.96
Aug 26, 2013	135.45	134.88	135.60	134.15	7.69M	0.41
Aug 23, 2013	134.90	132.58	135.24	132.50	11.62M	1.57
Aug 22, 2013	132.81	132.56	133.46	132.27	5.74M	0.56
Aug 21, 2013	132.07	131.74	133.23	131.51	10.73M	-0.29
Aug 20, 2013	132.45	132.03	133.13	132.02	7.81M	0.33
Aug 19, 2013	132.01	132.33	132.50	131.59	8.12M	-0.43
Aug 16, 2013	132.58	132.56	133.27	131.39	14.45M	0.68
Aug 15, 2013	131.69	128.06	132.36	127.98	17.23M	2.09
Aug 14, 2013	129.00	127.66	129.07	127.57	8.71M	0.99
Aug 13, 2013	127.74	128.49	128.65	127.38	7.34M	-1.08
Aug 12, 2013	129.13	129.57	129.71	128.88	7.42M	1.79
Aug 09, 2013	126.86	126.51	127.27	126.30	6.19M	0.00
Aug 08, 2013	126.86	124.78	126.99	124.77	8.66M	2.18
Aug 07, 2013	124.15	124.00	124.60	123.85	5.31M	0.15
Aug 06, 2013	123.97	124.33	124.55	123.55	6.02M	-1.38
Aug 05, 2013	125.70	126.51	126.64	125.34	4.01M	-0.52
Aug 02, 2013	126.36	126.74	127.25	126.32	6.47M	-0.20
Aug 01, 2013	126.61	127.84	127.89	126.33	10.56M	-1.06
Jul 31, 2013	127.96	127.76	128.92	126.13	16.02M	-0.12
Jul 30, 2013	128.12	127.95	128.31	127.22	4.49M	-0.27
Jul 29, 2013	128.47	128.45	128.78	128.25	3.56M	-0.24
Jul 26, 2013	128.78	128.11	128.97	126.78	6.15M	0.09
Jul 25, 2013	128.67	127.70	128.87	127.64	4.73M	0.93
Jul 24, 2013	127.48	129.17	129.40	126.87	9.98M	-1.72
Jul 23, 2013	129.71	128.70	130.14	128.35	8.83M	0.68
Jul 22, 2013	128.84	127.65	129.46	127.59	10.86M	2.98
Jul 19, 2013	125.11	124.89	125.42	124.65	5.77M	0.89
Jul 18, 2013	124.01	124.11	124.52	123.78	6.15M	0.56
Jul 17, 2013	123.32	125.04	125.70	122.73	10.89M	-1.26
Jul 16, 2013	124.89	124.76	125.21	124.33	5.58M	0.57
Jul 15, 2013	124.18	124.08	124.39	123.84	4.13M	0.04
Jul 12, 2013	124.13	123.52	124.30	123.32	6.58M	-0.09
Jul 11, 2013	124.24	124.26	124.36	123.47	11.28M	2.72
Jul 10, 2013	120.95	121.15	122.35	120.59	14.70M	0.27
Jul 09, 2013	120.62	120.84	121.51	120.05	8.20M	0.93
Jul 08, 2013	119.51	119.09	119.66	118.93	8.65M	1.20
Jul 05, 2013	118.09	118.08	118.18	116.74	11.59M	-2.19
Jul 03, 2013	120.74	120.70	121.77	120.54	6.75M	0.57
Jul 02, 2013	120.05	121.34	121.47	119.78	10.55M	-0.89
Jul 01, 2013	121.13	119.94	121.95	119.38	15.95M	1.70
Jun 28, 2013	119.11	115.22	119.33	114.68	32.99M	2.73
Jun 27, 2013	115.94	119.10	119.51	115.65	30.00M	-1.98
Jun 26, 2013	118.28	119.88	119.90	118.06	24.75M	-4.20
Jun 25, 2013	123.47	123.65	123.90	122.88	9.37M	-0.37
Jun 24, 2013	123.93	124.31	124.70	123.31	12.75M	-0.90
Jun 21, 2013	125.05	125.16	125.57	124.46	16.60M	1.17
Jun 20, 2013	123.60	125.22	126.38	123.33	28.87M	-5.35
Jun 19, 2013	130.59	132.58	133.15	130.38	13.02M	-1.17
Jun 18, 2013	132.13	132.72	132.96	131.53	7.38M	-1.23
Jun 17, 2013	133.77	133.89	134.06	133.52	4.08M	-0.49
Jun 14, 2013	134.43	134.00	134.60	133.88	4.28M	0.52
Jun 13, 2013	133.74	133.31	134.20	132.82	7.16M	-0.38
Jun 12, 2013	134.25	132.95	134.83	132.83	6.55M	0.75
Jun 11, 2013	133.25	132.31	133.51	132.25	7.20M	-0.52
Jun 10, 2013	133.94	133.30	134.28	132.99	6.14M	0.50
Jun 07, 2013	133.28	134.11	134.62	133.18	11.06M	-2.38
Jun 06, 2013	136.53	135.39	137.62	134.98	9.85M	0.75
Jun 05, 2013	135.52	135.47	136.37	135.01	7.44M	0.21
Jun 04, 2013	135.23	135.21	135.44	134.27	5.51M	-0.94
Jun 03, 2013	136.51	134.77	136.98	134.43	9.18M	1.93
May 31, 2013	133.92	135.71	136.05	133.89	9.73M	-2.03
May 30, 2013	136.70	136.67	137.11	136.26	8.61M	1.39
May 29, 2013	134.83	134.09	134.91	133.64	8.77M	1.00
May 28, 2013	133.49	133.68	135.57	132.80	12.47M	-0.20
May 24, 2013	133.76	134.11	134.51	133.64	5.52M	-0.63
May 23, 2013	134.61	134.51	134.84	133.12	10.27M	2.02
May 22, 2013	131.94	134.18	136.77	130.95	25.98M	-0.71
May 21, 2013	132.88	132.17	133.65	131.45	14.54M	-1.66
May 20, 2013	135.12	130.88	135.32	130.85	21.59M	3.09
May 17, 2013	131.07	133.17	133.48	131.02	20.35M	-2.25
May 16, 2013	134.09	133.18	134.48	133.00	12.76M	-0.40
May 15, 2013	134.63	136.59	136.98	134.23	19.07M	-2.31
May 14, 2013	137.81	137.95	139.16	137.64	9.90M	-0.45
May 13, 2013	138.43	138.46	138.97	138.16	6.72M	-0.84
May 10, 2013	139.60	138.22	139.75	137.26	14.66M	-0.86
May 09, 2013	140.81	141.33	142.36	140.51	8.27M	-1.16
May 08, 2013	142.46	141.78	142.81	141.49	11.16M	1.48
May 07, 2013	140.38	140.38	140.64	139.37	13.63M	-1.25
May 06, 2013	142.15	142.33	142.47	141.63	7.73M	0.04
May 03, 2013	142.09	141.70	142.71	141.40	11.67M	0.12
May 02, 2013	141.92	142.00	142.47	141.64	11.50M	0.57
May 01, 2013	141.11	140.59	141.55	139.30	13.94M	-1.16
Apr 30, 2013	142.77	142.27	142.83	141.55	11.29M	0.33
Apr 29, 2013	142.30	142.14	142.66	141.49	11.01M	0.99
Apr 26, 2013	140.91	142.30	143.43	140.04	19.31M	-0.51
Apr 25, 2013	141.63	140.00	142.08	139.78	18.90M	2.36
Apr 24, 2013	138.37	138.09	138.55	137.45	10.37M	1.09
Apr 23, 2013	136.88	137.22	137.24	135.85	14.65M	-0.74
Apr 22, 2013	137.90	138.15	138.27	137.22	16.57M	1.79
Apr 19, 2013	135.47	136.00	136.02	134.60	15.67M	0.87
Apr 18, 2013	134.30	134.12	135.31	133.62	20.04M	1.08
Apr 17, 2013	132.87	133.81	134.95	132.32	25.44M	0.05
Apr 16, 2013	132.80	134.90	135.11	131.76	45.65M	1.13
Apr 15, 2013	131.31	136.00	136.75	130.51	93.80M	-8.78
Apr 12, 2013	143.95	148.65	148.85	143.43	55.60M	-4.70
Apr 11, 2013	151.05	150.76	151.71	150.63	8.06M	0.20
Apr 10, 2013	150.75	152.67	152.71	150.58	18.52M	-1.69
Apr 09, 2013	153.34	152.32	153.85	152.28	7.05M	0.78
Apr 08, 2013	152.16	152.39	152.59	151.60	6.25M	-0.43
Apr 05, 2013	152.81	151.54	152.96	151.07	14.49M	1.68
Apr 04, 2013	150.29	149.65	150.60	149.44	12.43M	-0.29
Apr 03, 2013	150.73	152.02	152.53	149.92	15.74M	-1.12
Apr 02, 2013	152.43	153.09	153.31	152.26	9.40M	-1.45
Apr 01, 2013	154.67	154.57	154.93	154.30	4.29M	0.13
Mar 28, 2013	154.47	154.50	154.80	154.22	6.85M	-0.57
Mar 27, 2013	155.36	154.67	155.62	154.51	6.72M	0.41
Mar 26, 2013	154.72	154.47	154.91	154.28	7.39M	-0.33
Mar 25, 2013	155.24	154.71	155.57	154.36	6.82M	-0.20
Mar 22, 2013	155.55	155.45	155.99	155.42	4.75M	-0.45
Mar 21, 2013	156.25	156.17	156.43	155.88	4.99M	0.57
Mar 20, 2013	155.37	155.53	155.83	154.88	8.22M	-0.45
Mar 19, 2013	156.08	155.22	156.34	155.10	11.03M	0.45
Mar 18, 2013	155.38	155.70	155.93	155.00	9.30M	0.90
Mar 15, 2013	154.00	154.12	154.72	153.97	5.70M	0.21
Mar 14, 2013	153.68	153.02	154.17	153.01	11.42M	0.01
Mar 13, 2013	153.66	154.26	154.60	153.42	7.44M	-0.34
Mar 12, 2013	154.19	154.07	154.69	153.90	7.27M	0.78
Mar 11, 2013	152.99	152.82	153.06	152.65	4.81M	0.18
Mar 08, 2013	152.71	151.61	153.29	151.40	11.86M	0.01
Mar 07, 2013	152.69	153.02	153.21	152.40	6.59M	-0.35
Mar 06, 2013	153.23	152.17	153.38	151.65	10.86M	0.56
Mar 05, 2013	152.38	153.10	153.39	152.11	10.81M	0.05
Mar 04, 2013	152.30	152.45	152.74	151.87	6.64M	-0.09
Mar 01, 2013	152.44	153.16	153.61	152.14	11.18M	-0.37
Feb 28, 2013	153.00	154.09	154.16	152.39	14.87M	-1.02
Feb 27, 2013	154.57	155.46	155.60	154.08	9.60M	-1.06
Feb 26, 2013	156.22	154.39	156.80	153.32	18.18M	1.22
Feb 25, 2013	154.34	153.52	154.56	153.31	9.49M	0.90
Feb 22, 2013	152.97	152.26	152.99	151.93	10.09M	0.23
Feb 21, 2013	152.62	152.00	153.41	151.90	17.97M	0.78
Feb 20, 2013	151.44	153.90	153.93	150.84	30.92M	-2.50
Feb 19, 2013	155.33	155.80	155.84	154.93	11.81M	-0.28
Feb 15, 2013	155.76	156.42	156.58	154.56	23.37M	-1.64
Feb 14, 2013	158.35	159.31	159.65	158.04	12.42M	-0.44
Feb 13, 2013	159.05	159.60	159.64	158.77	8.96M	-0.53
Feb 12, 2013	159.89	159.35	160.05	158.88	7.63M	0.12
Feb 11, 2013	159.70	159.78	159.98	159.25	12.15M	-1.16
Feb 08, 2013	161.57	161.46	162.02	161.20	6.09M	-0.17
Feb 07, 2013	161.84	161.24	162.96	161.13	12.83M	-0.34
Feb 06, 2013	162.39	162.13	162.63	161.99	6.15M	0.27
Feb 05, 2013	161.96	162.75	162.79	161.33	8.98M	-0.02
Feb 04, 2013	162.00	161.19	162.42	161.15	7.36M	0.34
Feb 01, 2013	161.45	162.66	162.77	160.87	12.90M	0.16
Jan 31, 2013	161.20	161.62	161.81	160.47	9.34M	-0.61
Jan 30, 2013	162.19	162.68	163.04	162.03	12.02M	0.75
Jan 29, 2013	160.99	161.01	161.31	160.69	7.37M	0.44
Jan 28, 2013	160.29	160.24	160.73	160.02	8.50M	-0.22
Jan 25, 2013	160.65	160.56	161.04	160.31	9.04M	-0.48
Jan 24, 2013	161.42	161.98	162.27	161.18	13.19M	-1.10
Jan 23, 2013	163.21	163.92	163.95	163.00	6.70M	-0.28
Jan 22, 2013	163.67	163.48	164.22	163.37	8.59M	0.36
Jan 18, 2013	163.09	163.95	163.97	163.02	10.04M	-0.16
Jan 17, 2013	163.35	161.94	164.40	161.83	14.91M	0.43
Jan 16, 2013	162.65	162.42	163.03	162.15	9.22M	0.06
Jan 15, 2013	162.56	162.80	163.17	162.35	10.09M	0.63
Jan 14, 2013	161.54	161.88	161.97	161.13	7.29M	0.30
Jan 11, 2013	161.06	161.86	161.90	160.11	13.68M	-0.57
Jan 10, 2013	161.98	161.61	162.56	161.61	11.43M	0.93
Jan 09, 2013	160.49	160.77	160.83	159.91	8.34M	-0.04
Jan 08, 2013	160.56	160.46	160.99	160.01	7.70M	0.71
Jan 07, 2013	159.43	159.36	159.96	159.15	9.36M	-0.63
Jan 04, 2013	160.44	159.52	160.63	158.89	19.18M	-0.47
Jan 03, 2013	161.20	162.48	162.88	160.83	16.12M	-1.21
Jan 02, 2013	163.17	163.49	164.14	163.14	10.44M	0.71
Dec 31, 2012	162.02	160.90	162.75	160.77	11.79M	0.92
Dec 28, 2012	160.54	160.94	160.97	160.15	6.85M	-0.38
Dec 27, 2012	161.16	160.23	161.31	160.05	8.94M	0.24
Dec 26, 2012	160.78	161.36	161.49	160.64	4.97M	0.10
Dec 24, 2012	160.62	160.88	160.96	160.47	3.70M	0.18
Dec 21, 2012	160.33	159.82	160.76	159.78	13.45M	0.38
Dec 20, 2012	159.73	159.87	160.12	158.39	25.15M	-1.21
Dec 19, 2012	161.69	161.31	162.22	161.11	13.00M	-0.24
Dec 18, 2012	162.08	164.35	164.43	160.90	24.00M	-1.44
Dec 17, 2012	164.44	164.16	164.62	164.13	8.18M	0.19
Dec 14, 2012	164.13	164.17	164.48	164.02	5.35M	-0.15
Dec 13, 2012	164.37	163.87	164.90	163.78	9.33M	-0.84
Dec 12, 2012	165.77	166.20	166.94	165.36	14.17M	0.07
Dec 11, 2012	165.65	165.45	165.66	165.12	4.73M	-0.09
Dec 10, 2012	165.80	166.11	166.16	165.72	4.65M	0.39
Dec 07, 2012	165.16	164.88	165.22	164.60	7.29M	0.40
Dec 06, 2012	164.50	163.72	165.00	163.53	7.30M	0.23
Dec 05, 2012	164.12	164.22	164.50	163.20	10.65M	-0.18
Dec 04, 2012	164.42	164.06	164.83	163.87	10.21M	-1.03
Dec 03, 2012	166.13	166.11	166.92	166.04	6.36M	0.05
Nov 30, 2012	166.05	166.94	167.22	165.53	8.41M	-0.68
Nov 29, 2012	167.18	167.14	167.50	166.85	7.45M	0.38
Nov 28, 2012	166.55	165.43	166.84	165.38	12.88M	-1.28
Nov 27, 2012	168.71	169.14	169.40	168.62	7.32M	-0.42
Nov 26, 2012	169.43	169.56	169.73	169.25	5.38M	-0.11
Nov 23, 2012	169.61	167.97	170.01	167.80	6.11M	1.22
Nov 21, 2012	167.56	167.19	167.82	166.97	3.81M	0.10
Nov 20, 2012	167.39	167.75	168.02	166.84	5.50M	-0.29
Nov 19, 2012	167.87	167.75	168.16	167.38	6.77M	1.20
Nov 16, 2012	165.88	165.74	166.36	165.47	6.94M	-0.13
Nov 15, 2012	166.09	167.00	167.06	165.18	10.02M	-0.63
Nov 14, 2012	167.14	167.46	168.04	166.78	8.51M	0.02
Nov 13, 2012	167.10	166.66	167.94	166.63	6.47M	-0.21
Nov 12, 2012	167.45	168.10	168.28	167.21	5.65M	-0.22
Nov 09, 2012	167.82	168.21	168.54	167.55	7.36M	-0.10
Nov 08, 2012	167.99	166.14	168.16	166.12	8.83M	0.90
Nov 07, 2012	166.49	166.87	167.13	165.04	13.20M	0.11
Nov 06, 2012	166.30	163.91	166.77	163.61	16.05M	1.88
Nov 05, 2012	163.23	163.12	163.42	162.81	6.16M	0.39
Nov 02, 2012	162.60	164.45	164.47	162.30	14.76M	-2.09
Nov 01, 2012	166.07	167.02	167.04	166.04	6.02M	-0.46
Oct 31, 2012	166.83	166.47	167.28	166.38	4.68M	0.54
Oct 26, 2012	165.93	166.23	166.60	165.77	6.44M	-0.05
Oct 25, 2012	166.02	166.29	166.53	165.77	7.02M	0.70
Oct 24, 2012	164.86	165.78	165.83	164.60	10.79M	-0.34
